#
#"Frequency / GHz"	"S1,1 [Mag]"	"S1,1 [Pha in deg.]"	"Ref.Imp. [Mag]"	"Ref.Imp. [Pha in deg.]"
#---------------------------------------------------------------------------------------------
250.00000000000	0.68593137929779	106.99809938185	376.73031346177	0.00000000000000
250.70000000000	0.69508694599211	105.37588235693	376.73031346177	0.00000000000000
251.40000000000	0.70377228753674	103.67444498715	376.73031346177	0.00000000000000
252.10000000000	0.71191214721626	101.90248984945	376.73031346177	0.00000000000000
252.80000000000	0.71945127377356	100.06793946203	376.73031346177	0.00000000000000
253.50000000000	0.72635087653625	98.177788679945	376.73031346177	0.00000000000000
254.20000000000	0.73258522692182	96.238054339757	376.73031346177	0.00000000000000
254.90000000000	0.73813859980227	94.253790881052	376.73031346177	0.00000000000000
255.60000000000	0.74300265151572	92.229146531718	376.73031346177	0.00000000000000
256.30000000000	0.74717425996968	90.167440536409	376.73031346177	0.00000000000000
257.00000000000	0.75065380250294	88.071247175728	376.73031346177	0.00000000000000
257.70000000000	0.75344381455896	85.942476771587	376.73031346177	0.00000000000000
258.40000000000	0.75554795315835	83.782447550555	376.73031346177	0.00000000000000
259.10000000000	0.75697018122530	81.591945258487	376.73031346177	0.00000000000000
259.80000000000	0.75771409051609	79.371269885123	376.73031346177	0.00000000000000
260.50000000000	0.75778229101518	77.120270796024	376.73031346177	0.00000000000000
261.20000000000	0.75717581152194	74.838372955884	376.73031346177	0.00000000000000
261.90000000000	0.75589347727582	72.524597721000	376.73031346177	0.00000000000000
262.60000000000	0.75393125261439	70.177581875130	376.73031346177	0.00000000000000
263.30000000000	0.75128155641588	67.795598258019	376.73031346177	0.00000000000000
264.00000000000	0.74793257273916	65.376580653188	376.73031346177	0.00000000000000
264.70000000000	0.74386758730919	62.918154777928	376.73031346177	0.00000000000000
265.40000000000	0.73906438269703	60.417676484796	376.73031346177	0.00000000000000
266.10000000000	0.73349472300358	57.872277817158	376.73031346177	0.00000000000000
266.80000000000	0.72712395520645	55.278921463413	376.73031346177	0.00000000000000
267.50000000000	0.71991075169804	52.634464435293	376.73031346177	0.00000000000000
268.20000000000	0.71180701900771	49.935732403197	376.73031346177	0.00000000000000
268.90000000000	0.70275800239296	47.179606962202	376.73031346177	0.00000000000000
269.60000000000	0.69270262511252	44.363129075908	376.73031346177	0.00000000000000
270.30000000000	0.68157411405237	41.483622964833	376.73031346177	0.00000000000000
271.00000000000	0.66930097854600	38.538845701457	376.73031346177	0.00000000000000
271.70000000000	0.65580842454370	35.527168692264	376.73031346177	0.00000000000000
272.40000000000	0.64102029881044	32.447798032952	376.73031346177	0.00000000000000
273.10000000000	0.62486166366256	29.301041390234	376.73031346177	0.00000000000000
273.80000000000	0.60726209698126	26.088629600415	376.73031346177	0.00000000000000
274.50000000000	0.58815978904038	22.814101652187	376.73031346177	0.00000000000000
275.20000000000	0.56750646096938	19.483262340528	376.73031346177	0.00000000000000
275.90000000000	0.54527305442131	16.104723087090	376.73031346177	0.00000000000000
276.60000000000	0.52145603652434	12.690539068950	376.73031346177	0.00000000000000
277.30000000000	0.49608403320507	9.2569613569248	376.73031346177	0.00000000000000
278.00000000000	0.46922436202421	5.8253336450046	376.73031346177	0.00000000000000
278.70000000000	0.44098890971737	2.4231830667136	376.73031346177	0.00000000000000
279.40000000000	0.41153872910685	-0.91441091378611	376.73031346177	0.00000000000000
280.10000000000	0.38108676278926	-4.1430284037806	376.73031346177	0.00000000000000
280.80000000000	0.34989828478993	-7.2064692959989	376.73031346177	0.00000000000000
281.50000000000	0.31828902315181	-10.033287770484	376.73031346177	0.00000000000000
282.20000000000	0.28662150487799	-12.531715741999	376.73031346177	0.00000000000000
282.90000000000	0.25530095261576	-14.582095509323	376.73031346177	0.00000000000000
283.60000000000	0.22477305956655	-16.025602641749	376.73031346177	0.00000000000000
284.30000000000	0.19552716452259	-16.647913855401	376.73031346177	0.00000000000000
285.00000000000	0.16810955989892	-16.157596072732	376.73031346177	0.00000000000000
285.70000000000	0.14315174716715	-14.164801007406	376.73031346177	0.00000000000000
286.40000000000	0.12141254140699	-10.185680769589	376.73031346177	0.00000000000000
287.10000000000	0.10380612108960	-3.7469200981471	376.73031346177	0.00000000000000
287.80000000000	0.091317579365793	5.2818682966004	376.73031346177	0.00000000000000
288.50000000000	0.084645168889610	16.164598050213	376.73031346177	0.00000000000000
289.20000000000	0.083640941944026	27.224780967709	376.73031346177	0.00000000000000
289.90000000000	0.087151447524550	36.786159612144	376.73031346177	0.00000000000000
290.60000000000	0.093580059758735	44.109521718733	376.73031346177	0.00000000000000
291.30000000000	0.10154208676885	49.313996589106	376.73031346177	0.00000000000000
292.00000000000	0.11010591172053	52.852728946130	376.73031346177	0.00000000000000
292.70000000000	0.11873944268589	55.180949527384	376.73031346177	0.00000000000000
293.40000000000	0.12718608288029	56.651450610266	376.73031346177	0.00000000000000
294.10000000000	0.13536072369855	57.510011924940	376.73031346177	0.00000000000000
294.80000000000	0.14327737105354	57.916973596048	376.73031346177	0.00000000000000
295.50000000000	0.15100013258999	57.969938878121	376.73031346177	0.00000000000000
296.20000000000	0.15860928894679	57.722187972669	376.73031346177	0.00000000000000
296.90000000000	0.16617746808856	57.196940466436	376.73031346177	0.00000000000000
297.60000000000	0.17375347879333	56.398472675492	376.73031346177	0.00000000000000
298.30000000000	0.18135268515276	55.320786891669	376.73031346177	0.00000000000000
299.00000000000	0.18895321478242	53.954149305297	376.73031346177	0.00000000000000
299.70000000000	0.19649718331583	52.289639983858	376.73031346177	0.00000000000000
