#
#"Frequency / GHz"	"S1,4 [Mag]"	"S1,4 [Pha in deg.]"
#---------------------------------------------------
290.00000000000	0.47691662724830	-134.46036751282
290.61000000000	0.47880533616270	-139.37572222160
291.22000000000	0.48049906302532	-144.29023054521
291.83000000000	0.48199999921016	-149.20122359810
292.44000000000	0.48331367586386	-154.10609202798
293.05000000000	0.48444867753093	-159.00235397465
293.66000000000	0.48541603745722	-163.88769693333
294.27000000000	0.48622844651941	-168.75995983846
294.88000000000	0.48689973692323	-173.61702993194
295.49000000000	0.48744538545024	-178.45668601375
296.10000000000	0.48788443118917	176.72348528580
296.71000000000	0.48824193515229	171.92595198932
297.32000000000	0.48855011656442	167.15288714270
297.93000000000	0.48884721081888	162.40581537066
298.54000000000	0.48917506782084	157.68544855180
299.15000000000	0.48957715643679	152.99170908287
299.76000000000	0.49009768911795	148.32381477892
300.37000000000	0.49078156968281	143.68032276461
300.98000000000	0.49167458276999	139.05910160625
301.59000000000	0.49282340108943	134.45724523752
302.20000000000	0.49427518824836	129.87095491612
302.81000000000	0.49607669015056	125.29541551984
303.42000000000	0.49827276154653	120.72469169779
304.03000000000	0.50090431464354	116.15167027643
304.64000000000	0.50400573321365	111.56807614054
305.25000000000	0.50760187727454	106.96458678722
305.86000000000	0.51170490348300	102.33106350176
306.47000000000	0.51631122588341	97.656903533592
307.08000000000	0.52139901286258	92.931498674475
307.69000000000	0.52692662937610	88.144764517427
308.30000000000	0.53283236719928	83.287686535105
308.91000000000	0.53903565748556	78.352819490680
309.52000000000	0.54543975179616	73.334679454859
310.13000000000	0.55193563475116	68.229983279262
310.74000000000	0.55840674769615	63.037715235632
311.35000000000	0.56473400353908	57.759028298767
311.96000000000	0.57080057876439	52.397011311402
312.57000000000	0.57649606945105	46.956367930745
313.18000000000	0.58171975896808	41.443056945401
313.79000000000	0.58638292028378	35.863937596319
314.40000000000	0.59041022464144	30.226451350721
315.01000000000	0.59374042518456	24.538357164277
315.62000000000	0.59632652182196	18.807523985481
316.23000000000	0.59813560026626	13.041774205059
316.84000000000	0.59914849058953	7.2487657209514
317.45000000000	0.59935932794070	1.4358980634407
318.06000000000	0.59877503695789	-4.3897711859590
318.67000000000	0.59741471367844	-10.221610649229
319.28000000000	0.59530885064395	-16.053507211421
319.89000000000	0.59249834360944	-21.879968955217
320.50000000000	0.58903322900651	-27.696238357062
321.11000000000	0.58497112463737	-33.498412213158
321.72000000000	0.58037537526953	-39.283562796353
322.33000000000	0.57531293320396	-45.049853736085
322.94000000000	0.56985202605382	-50.796643920444
323.55000000000	0.56405967648680	-56.524573088168
324.16000000000	0.55799914057438	-62.235623387584
324.77000000000	0.55172732408104	-67.933151687114
325.38000000000	0.54529222296708	-73.621887509676
325.99000000000	0.53873042049717	-79.307890875039
326.60000000000	0.53206466450301	-84.998462909015
327.21000000000	0.52530155090503	-90.701999787653
327.82000000000	0.51842936005374	-96.427777578708
328.43000000000	0.51141613697109	-102.18565222906
