n,x,y
196,1259.7793370772383,-1.4551915228366852e-11
197,1259.829231594598,-1.2732925824820995e-11
198,1259.8791261119577,-1.000444171950221e-11
199,1259.9290206293172,-8.185452315956354e-12
200,1259.9789151466769,-6.366462912410498e-12
201,1260.0288096640365,-3.637978807091713e-12
202,1260.0787041813962,-9.094947017729282e-13
203,1260.128598698756,9.094947017729282e-13
204,1260.1784932161156,3.637978807091713e-12
205,1260.2283877334753,6.366462912410498e-12
206,1260.278282250835,9.094947017729282e-12
207,1260.3281767681947,1.0913936421275139e-11
208,1260.3780712855544,1.2732925824820995e-11
209,1260.427965802914,1.4551915228366852e-11
210,1260.4778603202735,1.6370904631912708e-11
211,1260.5277548376332,1.7280399333685637e-11
212,1260.577649354993,1.8189894035458565e-11
213,1260.6275438723526,1.9099388737231493e-11
214,1260.6774383897123,2.000888343900442e-11
215,1260.727332907072,2.091837814077735e-11
216,1260.7772274244317,2.091837814077735e-11
217,1260.8271219417913,2.091837814077735e-11
218,1260.877016459151,2.091837814077735e-11
219,1260.9269109765107,2.091837814077735e-11
220,1260.9768054938704,2.091837814077735e-11
221,1261.0267000112299,2.091837814077735e-11
222,1261.0765945285896,2.091837814077735e-11
223,1261.1264890459493,2.000888343900442e-11
224,1261.176383563309,2.000888343900442e-11
225,1261.2262780806686,2.000888343900442e-11
226,1261.2761725980283,1.9099388737231493e-11
227,1261.326067115388,1.9099388737231493e-11
228,1261.3759616327477,2.000888343900442e-11
229,1261.4258561501074,2.091837814077735e-11
230,1261.475750667467,2.1827872842550278e-11
231,1261.5256451848268,2.1827872842550278e-11
232,1261.5755397021862,2.2737367544323206e-11
233,1261.625434219546,2.3646862246096134e-11
234,1261.6753287369056,2.4556356947869062e-11
235,1261.7252232542653,2.637534635141492e-11
236,1261.775117771625,2.8194335754960775e-11
237,1261.8250122889847,2.9103830456733704e-11
238,1261.8749068063444,3.092281986027956e-11
239,1261.924801323704,3.183231456205249e-11
240,1261.9746958410637,3.2741809263825417e-11
241,1262.0245903584234,3.3651303965598345e-11
242,1262.0744848757831,3.456079866737127e-11
243,1262.1243793931426,3.456079866737127e-11
244,1262.1742739105023,3.456079866737127e-11
245,1262.224168427862,3.456079866737127e-11
246,1262.2740629452217,3.456079866737127e-11
247,1262.3239574625813,3.456079866737127e-11
248,1262.373851979941,3.3651303965598345e-11
249,1262.4237464973007,3.183231456205249e-11
250,1262.4736410146604,3.092281986027956e-11
251,1262.52353553202,2.9103830456733704e-11
252,1262.5734300493798,2.8194335754960775e-11
253,1262.6233245667395,2.7284841053187847e-11
254,1262.673219084099,2.546585164964199e-11
255,1262.7231136014586,2.4556356947869062e-11
256,1262.7730081188183,2.2737367544323206e-11
257,1262.822902636178,2.091837814077735e-11
258,1262.8727971535377,1.9099388737231493e-11
259,1262.9226916708974,1.7280399333685637e-11
260,1262.972586188257,1.546140993013978e-11
261,1263.0224807056168,1.3642420526593924e-11
262,1263.0723752229765,1.1823431123048067e-11
263,1263.1222697403362,1.0913936421275139e-11
264,1263.1721642576958,9.094947017729282e-12
265,1263.2220587750553,9.094947017729282e-12
266,1263.271953292415,8.185452315956354e-12
267,1263.3218478097747,8.185452315956354e-12
268,1263.3717423271344,8.185452315956354e-12
269,1263.421636844494,8.185452315956354e-12
270,1263.4715313618537,9.094947017729282e-12
271,1263.5214258792134,9.094947017729282e-12
272,1263.5713203965731,1.000444171950221e-11
273,1263.6212149139328,1.0913936421275139e-11
274,1263.6711094312925,1.0913936421275139e-11
275,1263.7210039486522,1.1823431123048067e-11
276,1263.7708984660117,1.1823431123048067e-11
277,1263.8207929833713,1.3642420526593924e-11
278,1263.870687500731,1.4551915228366852e-11
279,1263.9205820180907,1.546140993013978e-11
280,1263.9704765354504,1.7280399333685637e-11
281,1264.02037105281,1.7280399333685637e-11
282,1264.0702655701698,1.7280399333685637e-11
283,1264.1201600875295,1.7280399333685637e-11
284,1264.1700546048892,1.7280399333685637e-11
285,1264.2199491222489,1.7280399333685637e-11
286,1264.2698436396086,1.6370904631912708e-11
287,1264.319738156968,1.546140993013978e-11
288,1264.3696326743277,1.4551915228366852e-11
289,1264.4195271916874,1.3642420526593924e-11
290,1264.469421709047,1.1823431123048067e-11
291,1264.5193162264068,1.1823431123048067e-11
292,1264.5692107437665,1.000444171950221e-11
293,1264.6191052611262,9.094947017729282e-12
294,1264.6689997784858,7.275957614183426e-12
295,1264.7188942958455,7.275957614183426e-12
296,1264.7687888132052,5.4569682106375694e-12
297,1264.818683330565,4.547473508864641e-12
298,1264.8685778479244,3.637978807091713e-12
299,1264.918472365284,2.7284841053187847e-12
300,1264.9683668826437,1.8189894035458565e-12
301,1265.0182614000034,1.8189894035458565e-12
302,1265.0681559173631,1.8189894035458565e-12
303,1265.1180504347228,2.7284841053187847e-12
304,1265.1679449520825,2.7284841053187847e-12
305,1265.2178394694422,2.7284841053187847e-12
306,1265.2677339868019,2.7284841053187847e-12
307,1265.3176285041616,2.7284841053187847e-12
308,1265.367523021521,4.547473508864641e-12
309,1265.4174175388807,5.4569682106375694e-12
310,1265.4673120562404,6.366462912410498e-12
311,1265.5172065736,7.275957614183426e-12
312,1265.5671010909598,7.275957614183426e-12
313,1265.6169956083195,7.275957614183426e-12
314,1265.6668901256792,7.275957614183426e-12
315,1265.7167846430389,8.185452315956354e-12
316,1265.7666791603986,8.185452315956354e-12
317,1265.8165736777582,7.275957614183426e-12
318,1265.866468195118,7.275957614183426e-12
319,1265.9163627124774,6.366462912410498e-12
320,1265.966257229837,4.547473508864641e-12
321,1266.0161517471968,2.7284841053187847e-12
322,1266.0660462645565,9.094947017729282e-13
323,1266.1159407819162,0.0
324,1266.1658352992758,-2.7284841053187847e-12
325,1266.2157298166355,-4.547473508864641e-12
326,1266.2656243339952,-5.4569682106375694e-12
327,1266.315518851355,-8.185452315956354e-12
328,1266.3654133687146,-1.000444171950221e-11
329,1266.4153078860743,-1.1823431123048067e-11
330,1266.4652024034338,-1.3642420526593924e-11
331,1266.5150969207934,-1.546140993013978e-11
332,1266.5649914381531,-1.7280399333685637e-11
333,1266.6148859555128,-1.8189894035458565e-11
334,1266.6647804728725,-2.000888343900442e-11
335,1266.7146749902322,-2.091837814077735e-11
336,1266.764569507592,-2.091837814077735e-11
337,1266.8144640249516,-2.091837814077735e-11
338,1266.8643585423113,-2.000888343900442e-11
339,1266.914253059671,-2.000888343900442e-11
340,1266.9641475770306,-1.9099388737231493e-11
341,1267.01404209439,-1.8189894035458565e-11
342,1267.0639366117498,-1.7280399333685637e-11
343,1267.1138311291095,-1.546140993013978e-11
344,1267.1637256464692,-1.4551915228366852e-11
345,1267.2136201638289,-1.2732925824820995e-11
346,1267.2635146811886,-1.0913936421275139e-11
347,1267.3134091985482,-1.000444171950221e-11
348,1267.363303715908,-8.185452315956354e-12
349,1267.4131982332676,-5.4569682106375694e-12
350,1267.4630927506273,-4.547473508864641e-12
351,1267.512987267987,-3.637978807091713e-12
352,1267.5628817853465,-2.7284841053187847e-12
353,1267.6127763027062,-2.7284841053187847e-12
354,1267.6626708200658,-2.7284841053187847e-12
355,1267.7125653374255,-2.7284841053187847e-12
356,1267.7624598547852,-2.7284841053187847e-12
357,1267.812354372145,-2.7284841053187847e-12
358,1267.8622488895046,-2.7284841053187847e-12
359,1267.9121434068643,-3.637978807091713e-12
360,1267.962037924224,-5.4569682106375694e-12
361,1268.0119324415837,-6.366462912410498e-12
362,1268.0618269589434,-7.275957614183426e-12
363,1268.1117214763028,-8.185452315956354e-12
364,1268.1616159936625,-1.000444171950221e-11
365,1268.2115105110222,-1.1823431123048067e-11
366,1268.261405028382,-1.3642420526593924e-11
367,1268.3112995457416,-1.546140993013978e-11
368,1268.3611940631013,-1.7280399333685637e-11
369,1268.411088580461,-1.8189894035458565e-11
370,1268.4609830978206,-2.000888343900442e-11
371,1268.5108776151803,-2.000888343900442e-11
372,1268.56077213254,-2.000888343900442e-11
373,1268.6106666498997,-2.000888343900442e-11
374,1268.6605611672592,-1.9099388737231493e-11
375,1268.7104556846189,-1.8189894035458565e-11
376,1268.7603502019786,-1.8189894035458565e-11
377,1268.8102447193382,-1.6370904631912708e-11
378,1268.860139236698,-1.546140993013978e-11
379,1268.9100337540576,-1.3642420526593924e-11
380,1268.9599282714173,-1.2732925824820995e-11
381,1269.009822788777,-1.0913936421275139e-11
382,1269.0597173061367,-9.094947017729282e-12
383,1269.1096118234964,-7.275957614183426e-12
384,1269.159506340856,-5.4569682106375694e-12
385,1269.2094008582155,-3.637978807091713e-12
386,1269.2592953755752,-1.8189894035458565e-12
387,1269.309189892935,0.0
388,1269.3590844102946,9.094947017729282e-13
389,1269.4089789276543,1.8189894035458565e-12
390,1269.458873445014,2.7284841053187847e-12
391,1269.5087679623737,3.637978807091713e-12
392,1269.5586624797334,3.637978807091713e-12
393,1269.608556997093,2.7284841053187847e-12
394,1269.6584515144527,2.7284841053187847e-12
395,1269.7083460318124,1.8189894035458565e-12
396,1269.758240549172,1.8189894035458565e-12
397,1269.8081350665316,0.0
398,1269.8580295838913,0.0
399,1269.907924101251,-9.094947017729282e-13
400,1269.9578186186106,-2.7284841053187847e-12
401,1270.0077131359703,-2.7284841053187847e-12
402,1270.05760765333,-4.547473508864641e-12
403,1270.1075021706897,-5.4569682106375694e-12
404,1270.1573966880494,-6.366462912410498e-12
405,1270.207291205409,-6.366462912410498e-12
406,1270.2571857227688,-6.366462912410498e-12
407,1270.3070802401282,-6.366462912410498e-12
408,1270.356974757488,-6.366462912410498e-12
409,1270.4068692748476,-5.4569682106375694e-12
410,1270.4567637922073,-5.4569682106375694e-12
411,1270.506658309567,-3.637978807091713e-12
412,1270.5565528269267,-2.7284841053187847e-12
413,1270.6064473442864,-9.094947017729282e-13
414,1270.656341861646,9.094947017729282e-13
415,1270.7062363790058,2.7284841053187847e-12
416,1270.7561308963654,4.547473508864641e-12
417,1270.8060254137251,5.4569682106375694e-12
418,1270.8559199310846,7.275957614183426e-12
419,1270.9058144484443,9.094947017729282e-12
420,1270.955708965804,1.1823431123048067e-11
421,1271.0056034831637,1.3642420526593924e-11
422,1271.0554980005234,1.4551915228366852e-11
423,1271.105392517883,1.6370904631912708e-11
424,1271.1552870352427,1.7280399333685637e-11
425,1271.2051815526024,1.7280399333685637e-11
426,1271.2550760699621,1.8189894035458565e-11
427,1271.3049705873218,1.7280399333685637e-11
428,1271.3548651046813,1.7280399333685637e-11
429,1271.404759622041,1.546140993013978e-11
430,1271.4546541394006,1.3642420526593924e-11
431,1271.5045486567603,1.1823431123048067e-11
432,1271.55444317412,1.000444171950221e-11
433,1271.6043376914797,8.185452315956354e-12
434,1271.6542322088394,6.366462912410498e-12
435,1271.704126726199,4.547473508864641e-12
436,1271.7540212435588,1.8189894035458565e-12
437,1271.8039157609185,0.0
438,1271.8538102782782,-2.7284841053187847e-12
439,1271.9037047956376,-4.547473508864641e-12
440,1271.9535993129973,-5.4569682106375694e-12
441,1272.003493830357,-8.185452315956354e-12
442,1272.0533883477167,-9.094947017729282e-12
443,1272.1032828650764,-1.000444171950221e-11
444,1272.153177382436,-1.0913936421275139e-11
445,1272.2030718997958,-1.0913936421275139e-11
446,1272.2529664171554,-1.1823431123048067e-11
447,1272.3028609345151,-1.0913936421275139e-11
448,1272.3527554518748,-1.0913936421275139e-11
449,1272.4026499692345,-1.000444171950221e-11
450,1272.452544486594,-1.000444171950221e-11
451,1272.5024390039537,-8.185452315956354e-12
452,1272.5523335213134,-7.275957614183426e-12
453,1272.602228038673,-5.4569682106375694e-12
454,1272.6521225560327,-4.547473508864641e-12
455,1272.7020170733924,-2.7284841053187847e-12
456,1272.7519115907521,-9.094947017729282e-13
457,1272.8018061081118,9.094947017729282e-13
458,1272.8517006254715,1.8189894035458565e-12
459,1272.9015951428312,2.7284841053187847e-12
460,1272.9514896601909,2.7284841053187847e-12
461,1273.0013841775503,2.7284841053187847e-12
462,1273.05127869491,3.637978807091713e-12
463,1273.1011732122697,4.547473508864641e-12
464,1273.1510677296294,4.547473508864641e-12
465,1273.200962246989,4.547473508864641e-12
466,1273.2508567643488,2.7284841053187847e-12
467,1273.3007512817085,1.8189894035458565e-12
468,1273.3506457990682,1.8189894035458565e-12
469,1273.4005403164279,0.0
470,1273.4504348337875,-1.8189894035458565e-12
471,1273.5003293511472,-3.637978807091713e-12
472,1273.5502238685067,-5.4569682106375694e-12
473,1273.6001183858664,-6.366462912410498e-12
474,1273.650012903226,-8.185452315956354e-12
475,1273.6999074205858,-9.094947017729282e-12
476,1273.7498019379454,-1.000444171950221e-11
477,1273.7996964553051,-1.1823431123048067e-11
478,1273.8495909726648,-1.2732925824820995e-11
479,1273.8994854900245,-1.2732925824820995e-11
480,1273.9493800073842,-1.2732925824820995e-11
481,1273.999274524744,-1.2732925824820995e-11
482,1274.0491690421036,-1.1823431123048067e-11
483,1274.099063559463,-1.000444171950221e-11
484,1274.1489580768227,-8.185452315956354e-12
485,1274.1988525941824,-5.4569682106375694e-12
486,1274.2487471115421,-2.7284841053187847e-12
487,1274.2986416289018,0.0
488,1274.3485361462615,2.7284841053187847e-12
489,1274.3984306636212,5.4569682106375694e-12
490,1274.4483251809809,9.094947017729282e-12
491,1274.4982196983406,1.0913936421275139e-11
492,1274.5481142157003,1.4551915228366852e-11
493,1274.59800873306,1.7280399333685637e-11
494,1274.6479032504194,2.091837814077735e-11
495,1274.697797767779,2.3646862246096134e-11
496,1274.7476922851388,2.546585164964199e-11
497,1274.7975868024985,2.7284841053187847e-11
498,1274.8474813198582,2.8194335754960775e-11
499,1274.8973758372179,2.9103830456733704e-11
500,1274.9472703545775,2.9103830456733704e-11
501,1274.9971648719372,2.9103830456733704e-11
502,1275.047059389297,2.9103830456733704e-11
503,1275.0969539066566,2.8194335754960775e-11
504,1275.1468484240163,2.7284841053187847e-11
505,1275.1967429413758,2.4556356947869062e-11
506,1275.2466374587354,2.2737367544323206e-11
507,1275.2965319760951,2.000888343900442e-11
508,1275.3464264934548,1.8189894035458565e-11
509,1275.3963210108145,1.6370904631912708e-11
510,1275.4462155281742,1.4551915228366852e-11
511,1275.496110045534,1.1823431123048067e-11
512,1275.5460045628936,9.094947017729282e-12
513,1275.5958990802533,7.275957614183426e-12
514,1275.645793597613,4.547473508864641e-12
515,1275.6956881149727,2.7284841053187847e-12
516,1275.7455826323321,1.8189894035458565e-12
517,1275.7954771496918,1.8189894035458565e-12
518,1275.8453716670515,1.8189894035458565e-12
519,1275.8952661844112,1.8189894035458565e-12
520,1275.9451607017709,1.8189894035458565e-12
521,1275.9950552191306,1.8189894035458565e-12
522,1276.0449497364903,2.7284841053187847e-12
523,1276.09484425385,3.637978807091713e-12
524,1276.1447387712096,4.547473508864641e-12
525,1276.1946332885693,5.4569682106375694e-12
526,1276.244527805929,7.275957614183426e-12
527,1276.2944223232885,8.185452315956354e-12
528,1276.3443168406482,8.185452315956354e-12
529,1276.3942113580079,9.094947017729282e-12
530,1276.4441058753675,9.094947017729282e-12
531,1276.4940003927272,9.094947017729282e-12
532,1276.543894910087,9.094947017729282e-12
533,1276.5937894274466,8.185452315956354e-12
534,1276.6436839448063,7.275957614183426e-12
535,1276.693578462166,5.4569682106375694e-12
536,1276.7434729795257,3.637978807091713e-12
537,1276.7933674968851,9.094947017729282e-13
538,1276.8432620142448,-2.7284841053187847e-12
539,1276.8931565316045,-5.4569682106375694e-12
540,1276.9430510489642,-9.094947017729282e-12
541,1276.992945566324,-1.2732925824820995e-11
542,1277.0428400836836,-1.6370904631912708e-11
543,1277.0927346010433,-2.000888343900442e-11
544,1277.142629118403,-2.2737367544323206e-11
545,1277.1925236357627,-2.637534635141492e-11
546,1277.2424181531223,-3.001332515850663e-11
547,1277.292312670482,-3.2741809263825417e-11
548,1277.3422071878415,-3.456079866737127e-11
549,1277.3921017052012,-3.637978807091713e-11
550,1277.4419962225609,-3.8198777474462986e-11
551,1277.4918907399206,-3.8198777474462986e-11
552,1277.5417852572803,-3.8198777474462986e-11
553,1277.59167977464,-3.8198777474462986e-11
554,1277.6415742919996,-3.728928277269006e-11
555,1277.6914688093593,-3.54702933691442e-11
556,1277.741363326719,-3.2741809263825417e-11
557,1277.7912578440787,-3.001332515850663e-11
558,1277.8411523614384,-2.8194335754960775e-11
559,1277.8910468787979,-2.4556356947869062e-11
560,1277.9409413961575,-2.091837814077735e-11
561,1277.9908359135172,-1.7280399333685637e-11
562,1278.040730430877,-1.2732925824820995e-11
563,1278.0906249482366,-8.185452315956354e-12
564,1278.1405194655963,-4.547473508864641e-12
565,1278.190413982956,0.0
566,1278.2403085003157,3.637978807091713e-12
567,1278.2902030176754,7.275957614183426e-12
568,1278.340097535035,1.1823431123048067e-11
569,1278.3899920523947,1.4551915228366852e-11
570,1278.4398865697542,1.7280399333685637e-11
571,1278.489781087114,1.9099388737231493e-11
572,1278.5396756044736,2.000888343900442e-11
573,1278.5895701218333,2.000888343900442e-11
574,1278.639464639193,2.000888343900442e-11
575,1278.6893591565527,1.9099388737231493e-11
576,1278.7392536739123,1.8189894035458565e-11
577,1278.789148191272,1.7280399333685637e-11
578,1278.8390427086317,1.4551915228366852e-11
579,1278.8889372259914,1.1823431123048067e-11
580,1278.938831743351,9.094947017729282e-12
581,1278.9887262607106,6.366462912410498e-12
582,1279.0386207780703,2.7284841053187847e-12
583,1279.08851529543,0.0
584,1279.1384098127896,-2.7284841053187847e-12
585,1279.1883043301493,-5.4569682106375694e-12
586,1279.238198847509,-7.275957614183426e-12
587,1279.2880933648687,-9.094947017729282e-12
588,1279.3379878822284,-1.000444171950221e-11
589,1279.387882399588,-1.0913936421275139e-11
590,1279.4377769169478,-1.0913936421275139e-11
591,1279.4876714343075,-1.0913936421275139e-11
592,1279.537565951667,-1.0913936421275139e-11
593,1279.5874604690266,-1.000444171950221e-11
594,1279.6373549863863,-1.000444171950221e-11
595,1279.687249503746,-9.094947017729282e-12
596,1279.7371440211057,-8.185452315956354e-12
597,1279.7870385384654,-5.4569682106375694e-12
598,1279.836933055825,-2.7284841053187847e-12
599,1279.8868275731847,0.0
600,1279.9367220905444,1.8189894035458565e-12
601,1279.9866166079041,4.547473508864641e-12
602,1280.0365111252638,8.185452315956354e-12
603,1280.0864056426233,1.000444171950221e-11
604,1280.136300159983,1.2732925824820995e-11
605,1280.1861946773427,1.546140993013978e-11
606,1280.2360891947023,1.7280399333685637e-11
607,1280.285983712062,1.9099388737231493e-11
608,1280.3358782294217,2.000888343900442e-11
609,1280.3857727467814,2.091837814077735e-11
610,1280.435667264141,2.1827872842550278e-11
611,1280.4855617815008,2.2737367544323206e-11
612,1280.5354562988605,2.3646862246096134e-11
613,1280.5853508162202,2.4556356947869062e-11
614,1280.6352453335796,2.4556356947869062e-11
615,1280.6851398509393,2.637534635141492e-11
616,1280.735034368299,2.7284841053187847e-11
617,1280.7849288856587,2.9103830456733704e-11
618,1280.8348234030184,3.001332515850663e-11
619,1280.884717920378,3.183231456205249e-11
