n,x,y
0,1250.0000116747433,2.546585164964199e-11
1,1250.049906192103,2.4556356947869062e-11
2,1250.0998007094627,2.4556356947869062e-11
3,1250.1496952268221,2.4556356947869062e-11
4,1250.1995897441818,2.3646862246096134e-11
5,1250.2494842615415,2.1827872842550278e-11
6,1250.2993787789012,2.1827872842550278e-11
7,1250.349273296261,2.1827872842550278e-11
8,1250.3991678136206,2.091837814077735e-11
9,1250.4490623309803,2.000888343900442e-11
10,1250.49895684834,2.000888343900442e-11
11,1250.5488513656996,2.000888343900442e-11
12,1250.5987458830593,2.091837814077735e-11
13,1250.648640400419,2.091837814077735e-11
14,1250.6985349177785,2.1827872842550278e-11
15,1250.7484294351382,2.1827872842550278e-11
16,1250.7983239524979,2.2737367544323206e-11
17,1250.8482184698576,2.2737367544323206e-11
18,1250.8981129872172,2.3646862246096134e-11
19,1250.948007504577,2.4556356947869062e-11
20,1250.9979020219366,2.4556356947869062e-11
21,1251.0477965392963,2.546585164964199e-11
22,1251.097691056656,2.546585164964199e-11
23,1251.1475855740157,2.637534635141492e-11
24,1251.1974800913754,2.637534635141492e-11
25,1251.2473746087348,2.546585164964199e-11
26,1251.2972691260945,2.546585164964199e-11
27,1251.3471636434542,2.546585164964199e-11
28,1251.397058160814,2.4556356947869062e-11
29,1251.4469526781736,2.4556356947869062e-11
30,1251.4968471955333,2.3646862246096134e-11
31,1251.546741712893,2.1827872842550278e-11
32,1251.5966362302527,2.091837814077735e-11
33,1251.6465307476124,1.9099388737231493e-11
34,1251.696425264972,1.8189894035458565e-11
35,1251.7463197823317,1.7280399333685637e-11
36,1251.7962142996912,1.546140993013978e-11
37,1251.846108817051,1.4551915228366852e-11
38,1251.8960033344106,1.1823431123048067e-11
39,1251.9458978517703,1.000444171950221e-11
40,1251.99579236913,9.094947017729282e-12
41,1252.0456868864896,7.275957614183426e-12
42,1252.0955814038493,4.547473508864641e-12
43,1252.145475921209,3.637978807091713e-12
44,1252.1953704385687,1.8189894035458565e-12
45,1252.2452649559284,9.094947017729282e-13
46,1252.295159473288,0.0
47,1252.3450539906476,-9.094947017729282e-13
48,1252.3949485080072,-1.8189894035458565e-12
49,1252.444843025367,-2.7284841053187847e-12
50,1252.4947375427266,-2.7284841053187847e-12
51,1252.5446320600863,-4.547473508864641e-12
52,1252.594526577446,-5.4569682106375694e-12
53,1252.6444210948057,-5.4569682106375694e-12
54,1252.6943156121654,-5.4569682106375694e-12
55,1252.744210129525,-5.4569682106375694e-12
56,1252.7941046468848,-5.4569682106375694e-12
57,1252.8439991642445,-5.4569682106375694e-12
58,1252.893893681604,-4.547473508864641e-12
59,1252.9437881989636,-3.637978807091713e-12
60,1252.9936827163233,-3.637978807091713e-12
61,1253.043577233683,-3.637978807091713e-12
62,1253.0934717510427,-3.637978807091713e-12
63,1253.1433662684024,-3.637978807091713e-12
64,1253.193260785762,-2.7284841053187847e-12
65,1253.2431553031217,-2.7284841053187847e-12
66,1253.2930498204814,-2.7284841053187847e-12
67,1253.3429443378411,-2.7284841053187847e-12
68,1253.3928388552008,-2.7284841053187847e-12
69,1253.4427333725603,-3.637978807091713e-12
70,1253.49262788992,-4.547473508864641e-12
71,1253.5425224072796,-5.4569682106375694e-12
72,1253.5924169246393,-5.4569682106375694e-12
73,1253.642311441999,-6.366462912410498e-12
74,1253.6922059593587,-7.275957614183426e-12
75,1253.7421004767184,-8.185452315956354e-12
76,1253.791994994078,-9.094947017729282e-12
77,1253.8418895114378,-1.000444171950221e-11
78,1253.8917840287975,-1.0913936421275139e-11
79,1253.941678546157,-1.1823431123048067e-11
80,1253.9915730635166,-1.2732925824820995e-11
81,1254.0414675808763,-1.2732925824820995e-11
82,1254.091362098236,-1.2732925824820995e-11
83,1254.1412566155957,-1.3642420526593924e-11
84,1254.1911511329554,-1.4551915228366852e-11
85,1254.241045650315,-1.546140993013978e-11
86,1254.2909401676748,-1.546140993013978e-11
87,1254.3408346850345,-1.546140993013978e-11
88,1254.3907292023941,-1.546140993013978e-11
89,1254.4406237197538,-1.546140993013978e-11
90,1254.4905182371133,-1.4551915228366852e-11
91,1254.540412754473,-1.3642420526593924e-11
92,1254.5903072718327,-1.2732925824820995e-11
93,1254.6402017891924,-1.0913936421275139e-11
94,1254.690096306552,-1.000444171950221e-11
95,1254.7399908239117,-1.000444171950221e-11
96,1254.7898853412714,-9.094947017729282e-12
97,1254.8397798586311,-8.185452315956354e-12
98,1254.8896743759908,-7.275957614183426e-12
99,1254.9395688933505,-6.366462912410498e-12
100,1254.9894634107102,-5.4569682106375694e-12
101,1255.0393579280696,-4.547473508864641e-12
102,1255.0892524454293,-4.547473508864641e-12
103,1255.139146962789,-4.547473508864641e-12
104,1255.1890414801487,-4.547473508864641e-12
105,1255.2389359975084,-4.547473508864641e-12
106,1255.288830514868,-5.4569682106375694e-12
107,1255.3387250322278,-6.366462912410498e-12
108,1255.3886195495875,-6.366462912410498e-12
109,1255.4385140669472,-7.275957614183426e-12
110,1255.4884085843069,-8.185452315956354e-12
111,1255.5383031016665,-8.185452315956354e-12
112,1255.588197619026,-9.094947017729282e-12
113,1255.6380921363857,-1.000444171950221e-11
114,1255.6879866537454,-1.000444171950221e-11
115,1255.737881171105,-1.1823431123048067e-11
116,1255.7877756884648,-1.2732925824820995e-11
117,1255.8376702058245,-1.2732925824820995e-11
118,1255.8875647231841,-1.2732925824820995e-11
119,1255.9374592405438,-1.2732925824820995e-11
120,1255.9873537579035,-1.2732925824820995e-11
121,1256.0372482752632,-1.2732925824820995e-11
122,1256.087142792623,-1.2732925824820995e-11
123,1256.1370373099824,-1.2732925824820995e-11
124,1256.186931827342,-1.3642420526593924e-11
125,1256.2368263447017,-1.2732925824820995e-11
126,1256.2867208620614,-1.2732925824820995e-11
127,1256.3366153794211,-1.2732925824820995e-11
128,1256.3865098967808,-1.1823431123048067e-11
129,1256.4364044141405,-1.1823431123048067e-11
130,1256.4862989315002,-1.1823431123048067e-11
131,1256.5361934488599,-1.1823431123048067e-11
132,1256.5860879662196,-1.0913936421275139e-11
133,1256.6359824835793,-1.000444171950221e-11
134,1256.6858770009387,-1.000444171950221e-11
135,1256.7357715182984,-1.000444171950221e-11
136,1256.785666035658,-1.000444171950221e-11
137,1256.8355605530178,-1.000444171950221e-11
138,1256.8854550703775,-1.000444171950221e-11
139,1256.9353495877372,-1.000444171950221e-11
140,1256.9852441050969,-1.000444171950221e-11
141,1257.0351386224565,-1.0913936421275139e-11
142,1257.0850331398162,-1.1823431123048067e-11
143,1257.134927657176,-1.2732925824820995e-11
144,1257.1848221745356,-1.3642420526593924e-11
145,1257.234716691895,-1.546140993013978e-11
146,1257.2846112092548,-1.546140993013978e-11
147,1257.3345057266145,-1.7280399333685637e-11
148,1257.3844002439741,-1.8189894035458565e-11
149,1257.4342947613338,-1.9099388737231493e-11
150,1257.4841892786935,-2.000888343900442e-11
151,1257.5340837960532,-2.091837814077735e-11
152,1257.583978313413,-2.1827872842550278e-11
153,1257.6338728307726,-2.2737367544323206e-11
154,1257.6837673481323,-2.2737367544323206e-11
155,1257.733661865492,-2.2737367544323206e-11
156,1257.7835563828514,-2.3646862246096134e-11
157,1257.8334509002111,-2.3646862246096134e-11
158,1257.8833454175708,-2.3646862246096134e-11
159,1257.9332399349305,-2.2737367544323206e-11
160,1257.9831344522902,-2.2737367544323206e-11
161,1258.0330289696499,-2.1827872842550278e-11
162,1258.0829234870096,-2.091837814077735e-11
163,1258.1328180043693,-2.000888343900442e-11
164,1258.182712521729,-1.9099388737231493e-11
165,1258.2326070390886,-1.8189894035458565e-11
166,1258.2825015564483,-1.6370904631912708e-11
167,1258.3323960738078,-1.546140993013978e-11
168,1258.3822905911675,-1.4551915228366852e-11
169,1258.4321851085272,-1.3642420526593924e-11
170,1258.4820796258869,-1.2732925824820995e-11
171,1258.5319741432465,-1.1823431123048067e-11
172,1258.5818686606062,-1.000444171950221e-11
173,1258.631763177966,-9.094947017729282e-12
174,1258.6816576953256,-8.185452315956354e-12
175,1258.7315522126853,-7.275957614183426e-12
176,1258.781446730045,-7.275957614183426e-12
177,1258.8313412474047,-7.275957614183426e-12
178,1258.8812357647641,-7.275957614183426e-12
179,1258.9311302821238,-7.275957614183426e-12
180,1258.9810247994835,-7.275957614183426e-12
181,1259.0309193168432,-7.275957614183426e-12
182,1259.080813834203,-8.185452315956354e-12
183,1259.1307083515626,-8.185452315956354e-12
184,1259.1806028689223,-8.185452315956354e-12
185,1259.230497386282,-8.185452315956354e-12
186,1259.2803919036417,-8.185452315956354e-12
187,1259.3302864210013,-8.185452315956354e-12
188,1259.3801809383608,-8.185452315956354e-12
189,1259.4300754557205,-9.094947017729282e-12
190,1259.4799699730802,-9.094947017729282e-12
191,1259.5298644904399,-8.185452315956354e-12
192,1259.5797590077996,-7.275957614183426e-12
193,1259.6296535251593,-5.4569682106375694e-12
194,1259.679548042519,-4.547473508864641e-12
195,1259.7294425598786,-2.7284841053187847e-12
196,1259.7793370772383,-1.8189894035458565e-12
197,1259.829231594598,0.0
198,1259.8791261119577,1.8189894035458565e-12
199,1259.9290206293172,4.547473508864641e-12
200,1259.9789151466769,7.275957614183426e-12
201,1260.0288096640365,9.094947017729282e-12
202,1260.0787041813962,1.0913936421275139e-11
203,1260.128598698756,1.2732925824820995e-11
204,1260.1784932161156,1.4551915228366852e-11
205,1260.2283877334753,1.7280399333685637e-11
206,1260.278282250835,1.9099388737231493e-11
207,1260.3281767681947,2.000888343900442e-11
208,1260.3780712855544,2.091837814077735e-11
209,1260.427965802914,2.1827872842550278e-11
210,1260.4778603202735,2.3646862246096134e-11
211,1260.5277548376332,2.4556356947869062e-11
212,1260.577649354993,2.4556356947869062e-11
213,1260.6275438723526,2.4556356947869062e-11
214,1260.6774383897123,2.4556356947869062e-11
215,1260.727332907072,2.3646862246096134e-11
216,1260.7772274244317,2.3646862246096134e-11
217,1260.8271219417913,2.3646862246096134e-11
218,1260.877016459151,2.2737367544323206e-11
219,1260.9269109765107,2.1827872842550278e-11
220,1260.9768054938704,2.1827872842550278e-11
221,1261.0267000112299,2.1827872842550278e-11
222,1261.0765945285896,2.000888343900442e-11
223,1261.1264890459493,1.9099388737231493e-11
224,1261.176383563309,1.9099388737231493e-11
225,1261.2262780806686,1.9099388737231493e-11
226,1261.2761725980283,1.9099388737231493e-11
227,1261.326067115388,1.9099388737231493e-11
228,1261.3759616327477,1.9099388737231493e-11
229,1261.4258561501074,2.000888343900442e-11
230,1261.475750667467,2.091837814077735e-11
231,1261.5256451848268,2.1827872842550278e-11
232,1261.5755397021862,2.1827872842550278e-11
233,1261.625434219546,2.2737367544323206e-11
234,1261.6753287369056,2.4556356947869062e-11
235,1261.7252232542653,2.4556356947869062e-11
236,1261.775117771625,2.546585164964199e-11
237,1261.8250122889847,2.637534635141492e-11
238,1261.8749068063444,2.637534635141492e-11
239,1261.924801323704,2.7284841053187847e-11
240,1261.9746958410637,2.7284841053187847e-11
241,1262.0245903584234,2.8194335754960775e-11
242,1262.0744848757831,2.8194335754960775e-11
243,1262.1243793931426,2.9103830456733704e-11
244,1262.1742739105023,2.9103830456733704e-11
245,1262.224168427862,2.9103830456733704e-11
246,1262.2740629452217,2.9103830456733704e-11
247,1262.3239574625813,2.9103830456733704e-11
248,1262.373851979941,2.9103830456733704e-11
249,1262.4237464973007,2.8194335754960775e-11
250,1262.4736410146604,2.7284841053187847e-11
251,1262.52353553202,2.546585164964199e-11
252,1262.5734300493798,2.4556356947869062e-11
253,1262.6233245667395,2.2737367544323206e-11
254,1262.673219084099,2.1827872842550278e-11
255,1262.7231136014586,2.000888343900442e-11
256,1262.7730081188183,1.9099388737231493e-11
257,1262.822902636178,1.7280399333685637e-11
258,1262.8727971535377,1.4551915228366852e-11
259,1262.9226916708974,1.2732925824820995e-11
260,1262.972586188257,1.1823431123048067e-11
261,1263.0224807056168,1.000444171950221e-11
262,1263.0723752229765,9.094947017729282e-12
263,1263.1222697403362,8.185452315956354e-12
264,1263.1721642576958,8.185452315956354e-12
265,1263.2220587750553,8.185452315956354e-12
266,1263.271953292415,9.094947017729282e-12
267,1263.3218478097747,9.094947017729282e-12
268,1263.3717423271344,9.094947017729282e-12
269,1263.421636844494,9.094947017729282e-12
270,1263.4715313618537,9.094947017729282e-12
271,1263.5214258792134,1.000444171950221e-11
272,1263.5713203965731,1.1823431123048067e-11
273,1263.6212149139328,1.1823431123048067e-11
274,1263.6711094312925,1.2732925824820995e-11
275,1263.7210039486522,1.4551915228366852e-11
276,1263.7708984660117,1.6370904631912708e-11
277,1263.8207929833713,1.7280399333685637e-11
278,1263.870687500731,1.8189894035458565e-11
279,1263.9205820180907,1.9099388737231493e-11
280,1263.9704765354504,2.000888343900442e-11
281,1264.02037105281,2.091837814077735e-11
282,1264.0702655701698,2.1827872842550278e-11
283,1264.1201600875295,2.1827872842550278e-11
284,1264.1700546048892,2.1827872842550278e-11
285,1264.2199491222489,2.091837814077735e-11
286,1264.2698436396086,2.000888343900442e-11
287,1264.319738156968,1.9099388737231493e-11
288,1264.3696326743277,1.9099388737231493e-11
289,1264.4195271916874,1.8189894035458565e-11
290,1264.469421709047,1.7280399333685637e-11
291,1264.5193162264068,1.4551915228366852e-11
292,1264.5692107437665,1.3642420526593924e-11
293,1264.6191052611262,1.1823431123048067e-11
294,1264.6689997784858,1.000444171950221e-11
295,1264.7188942958455,8.185452315956354e-12
296,1264.7687888132052,7.275957614183426e-12
