#
#"Frequency / GHz"	"S1,4 [Mag]"	"S1,4 [Pha in deg.]"
#---------------------------------------------------
290.00000000000	0.75678838259300	116.72030890456
290.61000000000	0.75924170855186	111.79008556825
291.22000000000	0.76233050339216	106.82425411906
291.83000000000	0.76598972702531	101.81599081458
292.44000000000	0.77014193639242	96.759223233325
293.05000000000	0.77469747379104	91.648734522669
293.66000000000	0.77955473210017	86.480272441172
294.27000000000	0.78460066174117	81.250665810353
294.88000000000	0.78971170653057	75.957947212199
295.49000000000	0.79475535623241	70.601476733613
296.10000000000	0.79959247803283	65.182057681967
296.71000000000	0.80408053336945	59.702031912028
297.32000000000	0.80807769905616	54.165340196579
297.93000000000	0.81144779589123	48.577532452743
298.54000000000	0.81406579458645	42.945714060926
299.15000000000	0.81582353664330	37.278418251791
299.76000000000	0.81663520185240	31.585400510991
300.37000000000	0.81644200109856	25.877358624074
300.98000000000	0.81521559411560	20.165590346242
301.59000000000	0.81295983446014	14.461608394464
302.20000000000	0.80971061774482	8.7767381320135
302.81000000000	0.80553382569757	3.1217258548900
303.42000000000	0.80052157805068	-2.4936155001672
304.03000000000	0.79478718587652	-8.0607008829402
304.64000000000	0.78845931314080	-13.572392508692
305.25000000000	0.78167588469145	-19.023136842205
305.86000000000	0.77457823416130	-24.409019895429
306.47000000000	0.76730588429106	-29.727748218237
307.08000000000	0.75999222182800	-34.978567689084
307.69000000000	0.75276119546810	-40.162134811062
308.30000000000	0.74572504808402	-45.280355884884
308.91000000000	0.73898300500724	-50.336208586856
309.52000000000	0.73262078171719	-55.333558621482
310.13000000000	0.72671074443941	-60.276981699209
310.74000000000	0.72131255020265	-65.171598466592
311.35000000000	0.71647410225214	-70.022927439320
311.96000000000	0.71223267627551	-74.836758621560
312.57000000000	0.70861609777500	-79.619048441993
313.18000000000	0.70564387752194	-84.375834963468
313.79000000000	0.70332823789325	-89.113171066657
314.40000000000	0.70167498642299	-93.837072478344
315.01000000000	0.70068421316973	-98.553477091950
315.62000000000	0.70035080508453	-103.26821196262
316.23000000000	0.70066478346423	-107.98696457968
316.84000000000	0.70161148012662	-112.71525544217
317.45000000000	0.70317157472712	-117.45840950591
318.06000000000	0.70532102035256	-122.22152466462
318.67000000000	0.70803088789191	-127.00943602166
319.28000000000	0.71126716230812	-131.82667527562
319.89000000000	0.71499052625425	-136.67742507134
320.50000000000	0.71915616868930	-141.56546866079
321.11000000000	0.72371365820196	-146.49413568622
321.72000000000	0.72860692233703	-151.46624535071
322.33000000000	0.73377437481320	-156.48404868418
322.94000000000	0.73914923141293	-161.54917204529
323.55000000000	0.74466005171150	-166.66256440605
324.16000000000	0.75023153687875	-171.82445132381
324.77000000000	0.75578560286717	-177.03429877625
325.38000000000	0.76124273302976	177.70920982750
325.99000000000	0.76652359473061	172.40818019504
326.60000000000	0.77155088164402	167.06549428367
327.21000000000	0.77625131881051	161.68477561770
327.82000000000	0.78055774357509	156.27033127255
328.43000000000	0.78441115535619	150.82707018850
329.04000000000	0.78776261412929	145.36039889954
329.65000000000	0.79057486458978	139.87609732315
330.26000000000	0.79282357224088	134.38017880479
330.87000000000	0.79449807958560	128.87873996877
331.48000000000	0.79560162367056	123.37780691463
332.09000000000	0.79615099695900	117.88318476646
332.70000000000	0.79617567695193	112.40031744395
333.31000000000	0.79571649056035	106.93416377409
333.92000000000	0.79482391180719	101.48909478321
334.53000000000	0.79355611222476	96.068815358395
335.14000000000	0.79197689052864	90.676311648726
335.75000000000	0.79015360217195	85.313823805602
336.36000000000	0.78815519246373	79.982842130137
336.97000000000	0.78605041257144	74.684123545562
337.58000000000	0.78390626991363	69.417724620739
338.19000000000	0.78178673696700	64.183047146316
