freq,epsilon_r       ,epsilon_i       
97285714286,1.671,0.00033
97314285714,1.671,0.00031
97342857143,1.671,0.00029
97371428571,1.671,0.00026
97400000000,1.671,0.00022
97428571429,1.671,0.00020
97457142857,1.671,0.00018
97485714286,1.671,0.00016
97514285714,1.671,0.00014
97542857143,1.671,0.00012
97571428571,1.671,0.00010
97600000000,1.671,0.00008
97628571429,1.671,0.00006
97657142857,1.671,0.00003
97685714286,1.671,0.00001
97714285714,1.671,-0.00001
97742857143,1.671,-0.00003
97771428571,1.671,-0.00006
97800000000,1.671,-0.00008
97828571429,1.671,-0.00011
97857142857,1.671,-0.00013
97885714286,1.671,-0.00016
97914285714,1.671,-0.00018
97942857143,1.671,-0.00021
97971428571,1.671,-0.00024
98000000000,1.671,-0.00026
98028571429,1.671,-0.00029
98057142857,1.671,-0.00032
98085714286,1.671,-0.00034
98114285714,1.671,-0.00037
98142857143,1.671,-0.00040
98171428571,1.671,-0.00042
98200000000,1.671,-0.00045
98228571429,1.671,-0.00048
98257142857,1.671,-0.00051
98285714286,1.671,-0.00053
98314285714,1.671,-0.00056
98342857143,1.672,-0.00059
98371428571,1.672,-0.00062
98400000000,1.672,-0.00065
98428571429,1.672,-0.00067
98457142857,1.672,-0.00070
98485714286,1.672,-0.00073
98514285714,1.672,-0.00076
98542857143,1.672,-0.00078
98571428571,1.672,-0.00081
98600000000,1.672,-0.00084
98628571429,1.672,-0.00086
98657142857,1.672,-0.00089
98685714286,1.672,-0.00092
98714285714,1.672,-0.00094
98742857143,1.672,-0.00097
98771428571,1.672,-0.00099
98800000000,1.672,-0.00102
98828571429,1.672,-0.00104
98857142857,1.672,-0.00106
98885714286,1.672,-0.00109
98914285714,1.672,-0.00111
98942857143,1.672,-0.00113
98971428571,1.672,-0.00116
99000000000,1.672,-0.00118
99028571429,1.672,-0.00141
99057142857,1.672,-0.00143
99085714286,1.672,-0.00145
99114285714,1.672,-0.00147
99142857143,1.672,-0.00149
99171428571,1.672,-0.00151
99200000000,1.672,-0.00152
99228571429,1.673,-0.00154
99257142857,1.673,-0.00156
99285714286,1.673,-0.00136
99314285714,1.673,-0.00138
99342857143,1.673,-0.00139
99371428571,1.673,-0.00140
99400000000,1.673,-0.00142
99428571429,1.673,-0.00143
99457142857,1.673,-0.00144
99485714286,1.673,-0.00145
99514285714,1.673,-0.00146
99542857143,1.673,-0.00147
99571428571,1.673,-0.00148
99600000000,1.673,-0.00148
99628571429,1.673,-0.00149
99657142857,1.673,-0.00150
99685714286,1.673,-0.00150
99714285714,1.673,-0.00150
99742857143,1.673,-0.00151
99771428571,1.673,-0.00151
99800000000,1.673,-0.00151
99828571429,1.673,-0.00151
99857142857,1.673,-0.00151
99885714286,1.673,-0.00151
99914285714,1.673,-0.00151
99942857143,1.673,-0.00150
99971428571,1.673,-0.00150
100000000000,1.673,-0.00150
100028571430,1.673,-0.00149
100057142860,1.674,-0.00148
100085714290,1.674,-0.00148
100114285710,1.674,-0.00147
100142857140,1.674,-0.00146
100171428570,1.674,-0.00145
100200000000,1.674,-0.00144
100228571430,1.674,-0.00143
100257142860,1.674,-0.00141
100285714290,1.674,-0.00140
100314285710,1.674,-0.00138
100342857140,1.674,-0.00137
100371428570,1.674,-0.00135
100400000000,1.674,-0.00134
100428571430,1.674,-0.00132
100457142860,1.674,-0.00130
100485714290,1.674,-0.00128
100514285710,1.674,-0.00126
100542857140,1.674,-0.00124
100571428570,1.674,-0.00122
100600000000,1.674,-0.00119
100628571430,1.674,-0.00117
100657142860,1.674,-0.00114
100685714290,1.674,-0.00112
100714285710,1.674,-0.00109
100742857140,1.674,-0.00106
100771428570,1.674,-0.00104
100800000000,1.674,-0.00101
100828571430,1.674,-0.00098
100857142860,1.674,-0.00095
100885714290,1.675,-0.00092
100914285710,1.675,-0.00089
100942857140,1.675,-0.00085
100971428570,1.675,-0.00082
101000000000,1.675,-0.00078
101028571430,1.675,-0.00075
101057142860,1.675,-0.00071
101085714290,1.675,-0.00068
101114285710,1.675,-0.00064
101142857140,1.675,-0.00060
101171428570,1.675,-0.00056
101200000000,1.675,-0.00053
101228571430,1.675,-0.00049
101257142860,1.675,-0.00045
101285714290,1.675,-0.00040
101314285710,1.675,-0.00036
101342857140,1.675,-0.00032
101371428570,1.675,-0.00028
101400000000,1.675,-0.00023
101428571430,1.675,-0.00019
101457142860,1.675,-0.00015
101485714290,1.675,-0.00010
101514285710,1.675,-0.00005
101542857140,1.675,0.00001
101571428570,1.675,0.00006
101600000000,1.675,0.00011
101628571430,1.675,0.00017
101657142860,1.675,0.00022
101685714290,1.675,0.00028
101714285710,1.675,0.00033
101742857140,1.675,0.00039
101771428570,1.675,0.00044
101800000000,1.675,0.00050
101828571430,1.676,0.00056
101857142860,1.676,0.00061
101885714290,1.676,0.00082
101914285710,1.676,0.00087
101942857140,1.676,0.00093
101971428570,1.676,0.00084
102000000000,1.676,0.00078
102028571430,1.676,0.00084
102057142860,1.676,0.00089
102085714290,1.676,0.00094
102114285710,1.676,0.00099
102142857140,1.676,0.00104
102171428570,1.676,0.00129
102200000000,1.676,0.00162
102228571430,1.676,0.00166
102257142860,1.676,0.00145
102285714290,1.676,0.00152
102314285710,1.676,0.00157
102342857140,1.676,0.00140
102371428570,1.676,0.00145
102400000000,1.676,0.00150
102428571430,1.676,0.00155
102457142860,1.676,0.00160
102485714290,1.676,0.00165
102514285710,1.676,0.00169
102542857140,1.676,0.00174
102571428570,1.676,0.00179
102600000000,1.676,0.00183
102628571430,1.676,0.00188
102657142860,1.676,0.00192
102685714290,1.676,0.00197
102714285710,1.676,0.00201
102742857140,1.676,0.00205
102771428570,1.676,0.00209
102800000000,1.676,0.00213
102828571430,1.676,0.00217
102857142860,1.676,0.00220
102885714290,1.676,0.00224
102914285710,1.676,0.00228
102942857140,1.676,0.00231
102971428570,1.676,0.00234
103000000000,1.676,0.00237
103028571430,1.676,0.00240
103057142860,1.676,0.00243
103085714290,1.676,0.00246
103114285710,1.676,0.00248
103142857140,1.676,0.00251
103171428570,1.676,0.00253
103200000000,1.676,0.00255
103228571430,1.676,0.00257
103257142860,1.676,0.00258
103285714290,1.676,0.00260
103314285710,1.676,0.00261
103342857140,1.676,0.00263
103371428570,1.676,0.00264
103400000000,1.676,0.00264
103428571430,1.676,0.00265
103457142860,1.676,0.00266
103485714290,1.676,0.00266
103514285710,1.676,0.00266
103542857140,1.676,0.00266
103571428570,1.676,0.00266
103600000000,1.676,0.00265
103628571430,1.676,0.00264
103657142860,1.676,0.00264
103685714290,1.676,0.00263
103714285710,1.676,0.00261
103742857140,1.677,0.00260
103771428570,1.677,0.00258
103800000000,1.677,0.00256
103828571430,1.677,0.00254
103857142860,1.677,0.00252
103885714290,1.677,0.00250
103914285710,1.677,0.00247
103942857140,1.677,0.00285
103971428570,1.677,0.00282
104000000000,1.677,0.00280
104028571430,1.677,0.00235
104057142860,1.677,0.00232
104085714290,1.677,0.00228
104114285710,1.677,0.00224
104142857140,1.677,0.00220
104171428570,1.677,0.00216
104200000000,1.677,0.00212
104228571430,1.677,0.00208
104257142860,1.677,0.00203
104285714290,1.677,0.00198
104314285710,1.677,0.00194
104342857140,1.677,0.00189
104371428570,1.677,0.00184
104400000000,1.677,0.00178
104428571430,1.677,0.00173
104457142860,1.677,0.00168
104485714290,1.677,0.00162
104514285710,1.678,0.00156
104542857140,1.678,0.00151
104571428570,1.678,0.00145
104600000000,1.678,0.00139
104628571430,1.678,0.00133
104657142860,1.678,0.00147
104685714290,1.678,0.00141
104714285710,1.678,0.00135
104742857140,1.678,0.00109
104771428570,1.678,0.00102
104800000000,1.678,0.00096
104828571430,1.678,0.00090
104857142860,1.678,0.00084
104885714290,1.679,0.00077
104914285710,1.679,0.00071
104942857140,1.679,0.00065
104971428570,1.679,0.00058
105000000000,1.679,0.00052
105028571430,1.679,0.00046
105057142860,1.679,0.00045
105085714290,1.679,0.00040
105114285710,1.679,0.00035
105142857140,1.679,0.00031
105171428570,1.680,0.00015
105200000000,1.680,0.00009
105228571430,1.680,0.00003
105257142860,1.680,-0.00003
105285714290,1.680,-0.00009
105314285710,1.680,-0.00015
105342857140,1.680,-0.00021
105371428570,1.680,-0.00027
105400000000,1.681,-0.00032
105428571430,1.681,-0.00038
105457142860,1.681,-0.00043
105485714290,1.681,-0.00049
105514285710,1.681,-0.00054
105542857140,1.681,-0.00059
105571428570,1.681,-0.00064
105600000000,1.681,-0.00070
105628571430,1.682,-0.00074
105657142860,1.682,-0.00079
105685714290,1.682,-0.00084
105714285710,1.682,-0.00089
105742857140,1.682,-0.00109
105771428570,1.682,-0.00115
105800000000,1.682,-0.00102
105828571430,1.683,-0.00106
105857142860,1.683,-0.00111
105885714290,1.683,-0.00115
105914285710,1.683,-0.00119
105942857140,1.683,-0.00123
105971428570,1.683,-0.00126
106000000000,1.683,-0.00130
106028571430,1.684,-0.00134
106057142860,1.684,-0.00137
106085714290,1.684,-0.00141
106114285710,1.684,-0.00144
106142857140,1.684,-0.00147
106171428570,1.684,-0.00150
106200000000,1.684,-0.00154
106228571430,1.685,-0.00157
106257142860,1.685,-0.00159
106285714290,1.685,-0.00162
106314285710,1.685,-0.00165
106342857140,1.685,-0.00168
106371428570,1.685,-0.00170
106400000000,1.685,-0.00173
106428571430,1.686,-0.00175
106457142860,1.686,-0.00178
106485714290,1.686,-0.00180
106514285710,1.686,-0.00182
106542857140,1.686,-0.00185
106571428570,1.686,-0.00187
106600000000,1.686,-0.00189
106628571430,1.687,-0.00191
106657142860,1.687,-0.00193
106685714290,1.687,-0.00195
106714285710,1.687,-0.00196
106742857140,1.687,-0.00198
106771428570,1.687,-0.00200
106800000000,1.687,-0.00202
106828571430,1.687,-0.00203
106857142860,1.688,-0.00205
106885714290,1.688,-0.00206
106914285710,1.688,-0.00208
106942857140,1.688,-0.00209
106971428570,1.688,-0.00210
107000000000,1.688,-0.00211
107028571430,1.688,-0.00213
107057142860,1.688,-0.00214
107085714290,1.688,-0.00215
107114285710,1.689,-0.00216
107142857140,1.689,-0.00217
107171428570,1.689,-0.00217
107200000000,1.689,-0.00218
107228571430,1.689,-0.00219
107257142860,1.689,-0.00219
107285714290,1.689,-0.00220
107314285710,1.689,-0.00220
107342857140,1.689,-0.00221
107371428570,1.689,-0.00221
107400000000,1.690,-0.00221
107428571430,1.690,-0.00221
107457142860,1.690,-0.00221
107485714290,1.690,-0.00221
107514285710,1.690,-0.00221
107542857140,1.690,-0.00220
107571428570,1.690,-0.00220
107600000000,1.690,-0.00219
107628571430,1.690,-0.00219
107657142860,1.690,-0.00256
107685714290,1.690,-0.00252
107714285710,1.690,-0.00216
107742857140,1.690,-0.00214
107771428570,1.690,-0.00213
107800000000,1.690,-0.00211
107828571430,1.690,-0.00209
107857142860,1.690,-0.00207
107885714290,1.690,-0.00205
107914285710,1.690,-0.00203
107942857140,1.691,-0.00200
107971428570,1.691,-0.00197
108000000000,1.691,-0.00194
108028571430,1.691,-0.00191
108057142860,1.691,-0.00188
108085714290,1.691,-0.00184
108114285710,1.690,-0.00180
108142857140,1.690,-0.00176
108171428570,1.690,-0.00172
108200000000,1.690,-0.00167
108228571430,1.690,-0.00163
108257142860,1.690,-0.00158
108285714290,1.690,-0.00152
108314285710,1.690,-0.00147
108342857140,1.690,-0.00141
108371428570,1.690,-0.00135
108400000000,1.690,-0.00129
108428571430,1.690,-0.00123
108457142860,1.690,-0.00116
108485714290,1.690,-0.00109
108514285710,1.689,-0.00102
108542857140,1.689,-0.00095
108571428570,1.689,-0.00088
108600000000,1.689,-0.00080
108628571430,1.689,-0.00072
108657142860,1.689,-0.00064
108685714290,1.689,-0.00056
108714285710,1.688,-0.00048
108742857140,1.688,-0.00040
108771428570,1.688,-0.00031
108800000000,1.688,-0.00023
108828571430,1.687,-0.00014
108857142860,1.687,-0.00005
108885714290,1.687,0.00004
108914285710,1.687,0.00013
108942857140,1.686,0.00022
108971428570,1.686,0.00031
109000000000,1.686,0.00040
109028571430,1.685,0.00058
109057142860,1.685,0.00081
109085714290,1.685,0.00076
109114285710,1.684,0.00075
109142857140,1.684,0.00084
109171428570,1.683,0.00092
109200000000,1.683,0.00101
109228571430,1.683,0.00109
109257142860,1.682,0.00117
109285714290,1.682,0.00125
109314285710,1.681,0.00133
109342857140,1.681,0.00141
109371428570,1.680,0.00148
109400000000,1.680,0.00155
109428571430,1.679,0.00162
109457142860,1.679,0.00169
109485714290,1.678,0.00175
109514285710,1.677,0.00181
109542857140,1.677,0.00220
109571428570,1.676,0.00226
109600000000,1.676,0.00231
109628571430,1.675,0.00236
109657142860,1.674,0.00240
109685714290,1.674,0.00245
109714285710,1.673,0.00215
109742857140,1.672,0.00218
109771428570,1.671,0.00221
109800000000,1.671,0.00223
109828571430,1.670,0.00225
109857142860,1.669,0.00227
109885714290,1.668,0.00228
109914285710,1.668,0.00229
109942857140,1.667,0.00230
109971428570,1.666,0.00230
110000000000,1.665,0.00229
